URL;"Traffic (%)";"Number of Keywords";Traffic;"Adwords Positions";"Positions with commercial intents in top 20";"Positions with informational intents in top 20";"Positions with navigational intents in top 20";"Positions with transactional intents in top 20";"Positions with unknown intents in top 20";"Traffic with commercial intents in top 20";"Traffic with informational intents in top 20";"Traffic with navigational intents in top 20";"Traffic with transactional intents in top 20";"Traffic with unknown intents in top 20"
florabella;0;1;1;0;0;0;1;1;0;0;0;1;1;0
effumshay;0;1;1;0;1;0;0;0;0;1;0;0;0;0
basementbunni;0;1;1;0;0;1;0;0;0;0;1;0;0;0
missnorakyzy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
nikkitagoth;0;1;1;0;1;0;0;0;0;1;0;0;0;0
star202;0;2;1;0;1;0;0;0;0;1;0;0;0;0
stoneyxochi;0;1;1;0;1;0;0;0;0;1;0;0;0;0
peachyqueenamelia;0;1;1;0;0;1;0;0;0;0;1;0;0;0
torixsweets;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ditzyxdajah;0;1;1;0;1;0;0;0;0;1;0;0;0;0
dulcebaby420;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ajkymani;0;2;1;0;0;1;0;0;0;0;0;0;0;0
sarahjolzzz;0;1;1;0;0;1;0;0;0;0;1;0;0;0
geminifreaak;0;1;1;0;1;0;0;0;0;1;0;0;0;0
sugartits311;0;1;1;0;1;0;0;0;0;1;0;0;0;0
hairybear.man;0;1;1;0;1;0;0;0;0;1;0;0;0;0
saekkico;0;1;1;0;0;1;0;0;0;0;1;0;0;0
eros_tha_god;0;1;1;0;1;0;0;0;0;1;0;0;0;0
elliejaynee;0;1;1;0;0;1;0;0;0;0;1;0;0;0
janelucier;0;1;1;0;1;0;0;0;0;1;0;0;0;0
marilynmelons;0;2;1;0;0;0;0;0;0;0;0;0;0;0
that1gurl;0;1;1;0;0;1;0;0;0;0;1;0;0;0
gxddessbby;0;2;1;0;2;0;0;0;0;1;0;0;0;0
daddynaked;0;1;1;0;1;0;0;0;0;1;0;0;0;0
misskenzieanne;0;2;1;0;0;2;0;0;0;0;1;0;0;0
meanboymax;0;1;1;0;0;1;0;0;0;0;1;0;0;0
cherrywhiskeyx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
brazychantal;0;1;1;0;0;1;0;0;0;0;1;0;0;0
urfavelightskin_free;0;1;1;0;1;0;0;0;0;1;0;0;0;0
kikiyou;0;1;1;0;0;1;0;0;0;0;1;0;0;0
lilfitfairy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
fairyfawks;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ilovegreydaddy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
mangopineapplegirl;0;1;1;0;0;1;0;0;0;0;1;0;0;0
nicolehlynn;0;2;1;0;0;2;0;0;0;0;1;0;0;0
kyoko21izumino;0;1;1;0;1;0;0;0;0;1;0;0;0;0
brittdejesus;0;1;1;0;0;1;0;0;0;0;1;0;0;0
communityboo;0;1;1;0;1;0;0;0;0;1;0;0;0;0
thebufflittlemermaid;0;1;1;0;1;0;0;0;0;1;0;0;0;0
dereckraccoon;0;1;1;0;1;0;0;0;0;1;0;0;0;0
i.andrielle;0;1;1;0;1;0;0;0;0;1;0;0;0;0
adrianaqt1;0;1;1;0;0;1;0;0;0;0;1;0;0;0
drdickbreath;0;1;1;0;1;0;0;0;0;1;0;0;0;0
whoooisshe;0;1;1;0;1;1;0;0;0;1;1;0;0;0
lizzyrubin;0;1;1;0;0;1;0;0;0;0;1;0;0;0
lauravegaa;0;1;1;0;0;1;0;0;0;0;1;0;0;0
scorpioqueen22;0;1;1;0;1;0;0;0;0;1;0;0;0;0
alexandralexilee;0;2;1;0;0;2;0;0;0;0;1;0;0;0
sweetlikecookies;0;2;1;0;0;2;0;0;0;0;1;0;0;0
proteaser21;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lizzyhaze;0;1;1;0;0;0;1;1;0;0;0;1;1;0
stellababby;0;1;1;0;0;1;0;0;0;0;1;0;0;0
free-mariabonita;0;3;1;0;0;2;1;2;0;0;1;0;0;0
madisonmarietv;0;2;1;0;1;0;0;0;0;1;0;0;0;0
michellekunis;0;1;1;0;0;1;0;0;0;0;1;0;0;0
mattysokawaii;0;1;1;0;1;0;0;0;0;1;0;0;0;0
mona_juiicyyy;0;1;1;0;0;1;0;0;0;0;1;0;0;0
finebarbiextras;0;1;1;0;1;0;0;0;0;1;0;0;0;0
anastaciaj;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kimberleejay;0;2;1;0;1;1;0;0;0;1;0;0;0;0
y2kbratbabi;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ihalfdaddy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
sarrahxlynn;0;1;1;0;1;0;0;0;0;1;0;0;0;0
simplyyy.briii;0;1;1;0;1;0;0;0;0;1;0;0;0;0
nikkispeachy;0;2;1;0;1;0;1;1;0;1;0;0;0;0
astreanoir;0;2;1;0;0;1;1;1;0;0;1;0;0;0
lilpushpop;0;2;1;0;0;1;0;0;0;0;1;0;0;0
courtney_lynne;0;1;1;0;0;0;1;1;0;0;0;1;1;0
hellishcat;0;1;1;0;1;0;0;0;0;1;0;0;0;0
cookiepussie;0;1;1;0;1;0;0;0;0;1;0;0;0;0
thicksnowqueen;0;2;1;0;2;0;0;0;0;1;0;0;0;0
iamqueensade;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ellabanks322;0;1;1;0;1;0;0;0;0;1;0;0;0;0
kylieb13;0;2;1;0;2;0;0;0;0;1;0;0;0;0
alibrarising;0;1;1;0;1;0;0;0;0;1;0;0;0;0
gkeendi;0;1;1;0;0;1;0;0;0;0;1;0;0;0
jesswithmelons;0;1;1;0;1;0;0;0;0;1;0;0;0;0
crixusalexander;0;1;1;0;0;1;0;0;0;0;1;0;0;0
xsavanna.xxvip;0;2;1;0;0;1;0;0;0;0;1;0;0;0
mollyjane;0;1;1;0;0;1;0;0;0;0;1;0;0;0
hentaikitty_x;0;1;1;0;1;0;0;0;0;1;0;0;0;0
fox8news;0;1;1;0;1;0;0;0;0;1;0;0;0;0
desititsworth;0;1;1;0;1;0;0;0;0;1;0;0;0;0
frogs4girls;0;1;1;0;1;0;0;0;0;1;0;0;0;0
bluehaze200;0;2;1;0;0;0;0;0;0;0;0;0;0;0
dcarchep;0;2;1;0;1;0;0;0;0;1;0;0;0;0
cokeonhernose;0;1;1;0;1;0;0;0;0;1;0;0;0;0
islizbethoe;0;1;1;0;1;0;0;0;0;1;0;0;0;0
candyy_crushh;0;2;1;0;1;1;0;0;0;0;1;0;0;0
knockersonyonnie;0;1;1;0;1;0;0;0;0;1;0;0;0;0
queennature20;0;1;1;0;1;0;0;0;0;1;0;0;0;0
immichaelwalker;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ethereal.estelle;0;1;1;0;0;1;0;0;0;0;1;0;0;0
tsastridlee;0;1;1;0;0;1;0;0;0;0;1;0;0;0
shawnnnbrooks;0;2;1;0;0;2;0;0;0;0;1;0;0;0
ginger_nbm;0;1;1;0;1;0;0;0;0;1;0;0;0;0
summerhatesu;0;1;1;0;1;0;0;0;0;1;0;0;0;0
digitalprincxss;0;1;1;0;1;0;0;0;0;1;0;0;0;0
hexxmami;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jizzmun;0;1;1;0;1;0;0;0;0;1;0;0;0;0
greengirlbella;0;7;1;0;0;3;0;0;0;0;1;0;0;0
sidneysummers;0;3;1;0;0;2;0;0;0;0;0;0;0;0
lillyvig;0;4;1;0;0;2;0;0;0;0;0;0;0;0
ashleyislas.oficial;0;3;1;0;1;2;0;0;0;0;1;0;0;0
mywaysoles;0;2;1;0;1;1;0;0;0;1;0;0;0;0
jucamilop;0;1;1;0;1;0;0;0;0;1;0;0;0;0
tharealchocolatebunny;0;1;1;0;1;0;0;0;0;1;0;0;0;0
helloharleyrose;0;4;1;0;0;3;0;0;0;0;1;0;0;0
christinathai;0;2;1;0;0;1;0;0;0;0;1;0;0;0
rosieharper;0;2;1;0;0;1;0;0;0;0;1;0;0;0
tildawn;0;4;1;0;0;3;0;0;0;0;1;0;0;0
jadamonroe310;0;1;1;0;0;1;0;0;0;0;1;0;0;0
mayukoxo;0;2;1;0;1;1;0;0;0;1;0;0;0;0
stormydaniels;0;4;1;0;1;3;0;0;0;0;1;0;0;0
elias.twink;0;2;1;0;0;1;0;0;0;0;1;0;0;0
iscreamqueen;0;2;1;0;1;1;0;0;0;0;1;0;0;0
misakifreepage;0;1;1;0;0;0;1;1;0;0;0;1;1;0
iamloveee;0;1;1;0;1;0;0;0;0;1;0;0;0;0
animalranger;0;2;1;0;1;0;0;0;0;1;0;0;0;0
missleahhayes;0;3;1;0;0;1;0;0;0;0;0;0;0;0
jackdandyxxx;0;1;1;0;0;1;0;0;0;0;1;0;0;0
rockymaximo84;0;1;1;0;0;1;0;0;0;0;1;0;0;0
shethickyyy;0;4;1;0;0;1;0;0;0;0;0;0;0;0
laurelemonique;0;1;1;0;0;1;0;0;0;0;1;0;0;0
mashacosplays;0;7;1;0;0;3;0;0;0;0;1;0;0;0
songpxng;0;2;1;0;1;0;0;0;0;1;0;0;0;0
kelly9five;0;1;1;0;1;0;0;0;0;1;0;0;0;0
totallymario;0;1;1;0;1;0;0;0;0;1;0;0;0;0
aprilblaze;0;4;1;0;0;2;1;1;0;0;1;0;0;0
hayleydaviesxx;0;3;1;0;2;0;0;0;0;1;0;0;0;0
themayalove;0;1;1;0;0;1;0;0;0;0;1;0;0;0
rileyroze1;0;2;1;0;0;2;0;0;0;0;1;0;0;0
msmarshaex;0;1;1;0;1;1;0;0;0;1;1;0;0;0
kakookieuwu;0;1;1;0;1;0;0;0;0;1;0;0;0;0
energizerbunnyy;0;3;1;0;1;1;0;0;0;0;1;0;0;0
missadventuretoeskat;0;1;1;0;1;0;0;0;0;1;0;0;0;0
queen-brii;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kelliprovocateur;0;2;1;0;0;1;0;0;0;0;0;0;0;0
evajonez;0;1;1;0;0;0;0;0;0;0;0;0;0;0
callmeyourbitch;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jaaayyy0;0;1;1;0;0;1;0;0;0;0;1;0;0;0
sweetbunny.of;0;1;1;0;0;1;0;0;0;0;1;0;0;0
scarlettjonesuk;0;3;1;0;0;1;1;0;0;0;1;0;0;0
blazebradshaw;0;1;1;0;1;0;0;0;0;1;0;0;0;0
canadiangypsy;0;1;1;0;0;1;0;0;0;0;1;0;0;0
blazekhalua;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ambbbxoxo;0;1;1;0;1;0;0;0;0;1;0;0;0;0
claudiarivera793;0;1;1;0;1;0;0;0;0;1;0;0;0;0
mistressevielov;0;1;1;0;0;1;0;0;0;0;1;0;0;0
xxnvxoxx;0;2;1;0;1;1;0;0;0;1;0;0;0;0
lunasayshivip;0;2;1;0;1;1;0;0;0;0;1;0;0;0
footboy0m;0;1;1;0;1;0;0;0;0;1;0;0;0;0
yourmomsfvvorite;0;1;1;0;1;0;0;0;0;1;0;0;0;0
megan26rose;0;1;1;0;0;1;0;1;0;0;1;0;1;0
thekamoramyae;0;1;1;0;1;0;0;0;0;1;0;0;0;0
msyumm;0;3;1;0;2;0;0;0;0;1;0;0;0;0
jamessblakee;0;1;1;0;0;1;0;0;0;0;1;0;0;0
bliss.love;0;1;1;0;0;1;0;0;0;0;1;0;0;0
officialstrok3x;0;1;1;0;0;0;0;0;0;0;0;0;0;0
jackiemsgypsy;0;1;1;0;0;1;0;0;0;0;1;0;0;0
juliewiththecake;0;8;1;0;3;4;0;0;0;1;0;0;0;0
noturplaybunnyxx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
furryholtie;0;1;1;0;0;1;0;0;0;0;1;0;0;0
spacenymph;0;3;1;0;1;1;0;0;0;0;1;0;0;0
rgldsteven;0;1;1;0;1;0;0;0;0;1;0;0;0;0
mixedhotchick;0;1;1;0;0;1;0;0;0;0;1;0;0;0
reecehunk;0;2;1;0;1;0;1;1;0;1;0;0;0;0
goddessofdarkness666;0;1;1;0;1;0;0;0;0;1;0;0;0;0
aspenreign;0;2;1;0;0;0;0;0;0;0;0;0;0;0
everamber;0;6;1;0;0;4;0;0;0;0;1;0;0;0
feetsiegams;0;1;1;0;1;0;0;0;0;1;0;0;0;0
presleyfoxxx;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kitsysune;0;1;1;0;1;0;0;0;0;1;0;0;0;0
carrarhae;0;3;1;0;0;3;0;0;0;0;1;0;0;0
cuteeassabutton;0;3;1;0;2;1;0;0;0;0;1;0;0;0
alyssanissim;0;2;1;0;0;2;0;0;0;0;1;0;0;0
amadani;0;1;1;0;0;1;0;0;0;0;1;0;0;0
m3risiel;0;1;1;0;1;0;0;0;0;1;0;0;0;0
maddiitrinity;0;2;1;0;0;1;1;0;0;0;1;0;0;0
fridakinz;0;2;1;0;1;1;0;0;0;1;0;0;0;0
andellwest;0;3;1;0;0;2;1;0;0;0;1;0;0;0
xowillowrae;0;1;1;0;1;0;0;0;0;1;0;0;0;0
hotandreadyhoe;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kikithemom;0;3;1;0;2;0;0;0;0;1;0;0;0;0
miss_delta;0;2;1;0;0;2;0;0;0;0;1;0;0;0
darakelly;0;1;1;0;0;0;1;1;0;0;0;1;1;0
elaboratedreamz;0;1;1;0;1;0;0;0;0;1;0;0;0;0
shredsvip;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kaialunalove;0;2;1;0;0;1;0;0;0;0;1;0;0;0
cyberpixieofficial;0;1;1;0;1;0;0;0;0;1;0;0;0;0
nuyjr;0;2;1;0;0;2;0;0;0;0;1;0;0;0
awadacad0;0;4;1;0;4;0;0;0;0;1;0;0;0;0
libertyandlingerievault;0;1;1;0;0;1;0;0;0;0;1;0;0;0
emilywalters;0;2;1;0;0;1;0;0;0;0;1;0;0;0
goddessnadia;0;4;1;0;0;2;0;0;0;0;1;0;0;0
beer_is_wet;0;1;1;0;0;1;0;0;0;0;1;0;0;0
miagirl007;0;1;1;0;1;0;0;0;0;1;0;0;0;0
aerialelise;0;2;1;0;0;2;0;0;0;0;1;0;0;0
sinnamoncheeks;0;1;1;0;1;0;0;0;0;1;0;0;0;0
christixwolf;0;2;1;0;0;1;0;0;0;0;1;0;0;0
claudiaroseofficial;0;2;1;0;0;0;2;1;0;0;0;1;1;0
hungarmenian;0;1;1;0;0;1;0;0;0;0;1;0;0;0
siren-sin;0;1;1;0;0;0;0;1;0;0;0;0;1;0
alessia_model;0;2;1;0;1;1;0;0;0;1;0;0;0;0
pinaysexy1;0;1;1;0;1;0;0;0;0;1;0;0;0;0
thatgirljem;0;1;1;0;1;0;0;0;0;1;0;0;0;0
alphagodalex;0;1;1;0;0;1;0;0;0;0;1;0;0;0
msrea1ity;0;1;1;0;1;0;0;0;0;1;0;0;0;0
siennaababi;0;4;1;0;1;2;0;0;0;1;0;0;0;0
goddessfiona1;0;1;1;0;1;0;0;0;0;1;0;0;0;0
thebigbootybarbie;0;1;1;0;0;1;0;0;0;0;1;0;0;0
luna8teen;0;1;1;0;1;0;0;0;0;1;0;0;0;0
spicylentiaxxx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
saveaprincess;0;1;1;0;0;1;0;0;0;0;1;0;0;0
saytease;0;2;1;0;1;1;0;0;0;1;0;0;0;0
catieosaurus;0;2;1;0;0;1;0;0;0;0;1;0;0;0
dominickwhelton;0;2;1;0;1;1;0;0;0;0;1;0;0;0
hannah.lee;0;2;1;0;1;0;1;1;0;1;0;0;0;0
lylybooty;0;1;1;0;1;0;0;0;0;1;0;0;0;0
onlyalysson;0;2;1;0;0;1;0;0;0;0;0;0;0;0
lanayniyy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lizcuums;0;1;1;0;1;0;0;0;0;1;0;0;0;0
charleyatwell;0;2;1;0;0;2;0;0;0;0;1;0;0;0
cherrylidz;0;1;1;0;0;1;0;0;0;0;1;0;0;0
yunglys;0;1;1;0;0;1;0;0;0;0;1;0;0;0
amberjadepremium;0;1;1;0;1;0;0;0;0;1;0;0;0;0
yololary;0;2;1;0;1;1;0;0;0;0;1;0;0;0
bigdaddylox;0;1;1;0;1;0;0;0;0;1;0;0;0;0
mileenakanefree;0;2;1;0;0;2;0;0;0;0;1;0;0;0
kekemedina;0;1;1;0;1;0;0;0;0;1;0;0;0;0
natashaheart;0;1;1;0;0;1;0;0;0;0;1;0;0;0
rachelerotika;0;1;1;0;1;0;0;0;0;1;0;0;0;0
yourangel07;0;1;1;0;1;0;0;0;0;1;0;0;0;0
beasecrets;0;1;1;0;0;1;0;0;0;0;1;0;0;0
ichigoxpink.free;0;1;1;0;0;1;0;0;0;0;1;0;0;0
thelexisstar;0;3;1;0;1;0;0;0;0;1;0;0;0;0
angiecampuzano;0;5;1;0;1;2;0;0;0;0;0;0;0;0
cheekycxnt;0;1;1;0;1;0;0;0;0;1;0;0;0;0
stormthagreat;0;3;1;0;2;0;0;0;0;1;0;0;0;0
andyleexxx;0;5;1;0;2;0;0;0;0;0;0;0;0;0
babykrris;0;1;1;0;0;1;0;0;0;0;1;0;0;0
lexdreams;0;1;1;0;0;1;0;0;0;0;1;0;0;0
adrianna18vip;0;1;1;0;0;1;0;0;0;0;1;0;0;0
kendraspade;0;1;1;0;0;0;1;1;0;0;0;1;1;0
theofficialcheeks;0;2;1;0;1;1;0;0;0;1;0;0;0;0
bradyraypotter;0;1;1;0;0;1;0;0;0;0;1;0;0;0
goddessororastorm;0;1;1;0;1;0;0;0;0;1;0;0;0;0
kitkattt1;0;1;1;0;0;1;0;0;0;0;1;0;0;0
amandastar18;0;2;1;0;2;0;0;0;0;1;0;0;0;0
chubiibunnii;0;1;1;0;1;0;0;0;0;1;0;0;0;0
moramay;0;2;1;0;1;1;0;0;0;0;1;0;0;0
jessarenee21;0;1;1;0;0;0;1;1;0;0;0;1;1;0
gcsmxxxxxth;0;1;1;0;1;0;0;0;0;1;0;0;0;0
marcomedici;0;6;1;0;1;3;0;0;0;1;0;0;0;0
crystal_rosi;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ninabaad;0;1;1;0;1;0;0;0;0;1;0;0;0;0
vvaleriesgallery;0;1;1;0;1;0;0;0;0;1;0;0;0;0
chinita.andrea;0;1;1;0;0;1;0;0;0;0;1;0;0;0
anastasialopeez1;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lavenderalienvip;0;1;1;0;1;0;0;0;0;1;0;0;0;0
kayleejade28;0;1;1;0;1;0;0;0;0;1;0;0;0;0
handerpumprules;0;2;1;0;1;1;0;0;0;0;1;0;0;0
aminapython;0;1;1;0;1;0;0;0;0;1;0;0;0;0
d0llfairy;0;1;1;0;0;1;0;0;0;0;1;0;0;0
summer.ann.m;0;2;1;0;0;2;0;0;0;0;1;0;0;0
alexis.vdh;0;1;1;0;0;1;0;0;0;0;1;0;0;0
datingapphookup;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ohmywordbabe;0;1;1;0;1;0;0;0;0;1;0;0;0;0
emmetorx;0;2;1;0;1;0;0;0;0;1;0;0;0;0
onlykendramoore;0;1;1;0;1;0;0;0;0;1;0;0;0;0
officialbronzegoddess;0;3;1;0;0;3;0;0;0;0;1;0;0;0
sanriho33;0;1;1;0;1;0;0;0;0;1;0;0;0;0
biagonewild;0;1;1;0;0;1;0;0;0;0;1;0;0;0
mujerconpalanca;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jumbomelons;0;1;1;0;1;0;0;0;0;1;0;0;0;0
oliviajames-02;0;1;1;0;1;0;0;0;0;1;0;0;0;0
foreignyasmin;0;1;1;0;0;1;0;0;0;0;1;0;0;0
tashamariejames;0;1;1;0;0;1;0;0;0;0;1;0;0;0
j_aussieboy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
kohaikun3;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ilovelasperras;0;1;1;0;1;0;0;0;0;1;0;0;0;0
gemini_thot;0;2;1;0;1;1;0;0;0;0;1;0;0;0
sunpeihsin;0;1;1;0;1;0;0;0;0;1;0;0;0;0
isabellemiller;0;1;1;0;0;1;0;0;0;0;1;0;0;0
misskleo1010;0;1;1;0;1;0;0;0;0;1;0;0;0;0
snight827;0;1;1;0;0;1;0;0;0;0;1;0;0;0
angela_5_5;0;1;1;0;0;0;0;0;0;0;0;0;0;0
jadexfoxxx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
nasty_amber;0;1;1;0;0;1;0;0;0;0;1;0;0;0
honeybeargigi;0;1;1;0;1;0;0;0;0;1;0;0;0;0
sofiarodriguezofficial;0;5;1;0;0;1;0;0;0;0;1;0;0;0
bellacosita;0;1;1;0;1;0;0;0;0;1;0;0;0;0
cherry-babe;0;3;1;0;0;1;1;2;0;0;0;1;1;0
kkelsii;0;1;1;0;0;1;0;0;0;0;1;0;0;0
taymade;0;1;1;0;0;1;0;0;0;0;1;0;0;0
katie_dubbs;0;2;1;0;1;0;0;0;0;1;0;0;0;0
tinytexann;0;1;1;0;1;0;0;0;0;1;0;0;0;0
andrea.torres;0;5;1;0;0;1;3;3;0;0;0;1;1;0
arianaangelsxo;0;7;1;0;0;2;0;0;0;0;0;0;0;0
missvaleriexxx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lucyxpaigee;0;5;1;0;3;0;0;0;0;1;0;0;0;0
emiiziru;0;1;1;0;1;0;0;0;0;1;0;0;0;0
itsmiacarafree;0;3;1;0;0;2;0;0;0;0;1;0;0;0
karenboteroc;0;2;1;0;0;1;0;0;0;0;1;0;0;0
theo29;0;1;1;0;1;0;0;0;0;1;0;0;0;0
slimeyspit;0;2;1;0;0;1;0;0;0;0;1;0;0;0
sinfulyxangel;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jekabellsfans;0;2;1;0;1;1;0;0;0;1;0;0;0;0
fluffinrayray;0;1;1;0;1;0;0;0;0;1;0;0;0;0
finnhardingx;0;3;1;0;1;1;0;0;0;0;1;0;0;0
vladigal;0;4;1;0;0;3;0;0;0;0;1;0;0;0
courtssports0;0;2;1;0;1;1;0;0;0;0;1;0;0;0
griffinmaria;0;3;1;0;0;3;0;0;0;0;1;0;0;0
danicabelle;0;2;1;0;0;1;1;1;0;0;1;0;0;0
gabrielletaylor;0;2;1;0;0;2;0;0;0;0;1;0;0;0
curvy_chloe;0;2;1;0;0;1;0;0;0;0;1;0;0;0
juliaticaofficial;0;3;1;0;3;0;0;0;0;1;0;0;0;0
alyxxxis69;0;1;1;0;1;0;0;0;0;1;0;0;0;0
rozethefairy;0;1;1;0;1;1;0;0;0;1;1;0;0;0
urfavbby;0;1;1;0;0;1;0;0;0;0;1;0;0;0
smotherqueenj;0;3;1;0;2;0;0;0;0;1;0;0;0;0
urgoddessnicki;0;1;1;0;0;1;0;0;0;0;1;0;0;0
evalifestyle;0;1;1;0;1;0;0;0;0;1;0;0;0;0
nikkitaox;0;1;1;0;1;0;0;0;0;1;0;0;0;0
bellecurves;0;3;1;0;0;0;2;2;0;0;0;1;1;0
taaaaayyy;0;1;1;0;0;1;0;0;0;0;1;0;0;0
katalinaboo;0;3;1;0;0;1;0;0;0;0;1;0;0;0
alexthelion04;0;1;1;0;1;0;0;0;0;1;0;0;0;0
linalalatina;0;1;1;0;0;0;1;0;0;0;0;1;0;0
charlottesomething;0;3;1;0;0;1;0;0;0;0;1;0;0;0
igotladiesxxx;0;1;1;0;0;0;0;0;0;0;0;0;0;0
lovelykaroll;0;1;1;0;1;0;0;0;0;1;0;0;0;0
busty_misty;0;4;1;0;0;3;0;0;0;0;1;0;0;0
wuvkyu;0;1;1;0;1;0;0;0;0;1;0;0;0;0
julicuencaa;0;4;1;0;0;3;0;0;0;0;1;0;0;0
bbygshai;0;6;1;0;1;2;2;2;0;0;0;1;1;0
lovelysirena;0;1;1;0;1;0;0;0;0;1;0;0;0;0
suzy_t;0;1;1;0;0;1;0;0;0;0;1;0;0;0
miawaifu;0;7;1;0;2;0;0;0;0;1;0;0;0;0
gailen123;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jayalucente;0;1;1;0;1;0;0;0;0;1;0;0;0;0
caroline_jonnes;0;1;1;0;0;1;0;0;0;0;1;0;0;0
connorsonlyfans;0;1;1;0;0;0;0;0;0;0;0;0;0;0
donaloba;0;1;1;0;1;0;0;0;0;1;0;0;0;0
itslo;0;1;1;0;0;1;0;0;0;0;1;0;0;0
mopykav;0;1;1;0;1;0;0;0;0;1;0;0;0;0
smashely09;0;2;1;0;0;2;0;0;0;0;1;0;0;0
stepsisemma;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lilflats;0;3;1;0;0;2;0;0;0;0;1;0;0;0
levipeachx;0;1;1;0;1;0;0;0;0;1;0;0;0;0
noel_melanin;0;1;1;0;1;0;0;0;0;1;0;0;0;0
skydxddymusic;0;1;1;0;0;1;0;0;0;0;1;0;0;0
yosoyveronica;0;1;1;0;0;1;0;0;0;0;1;0;0;0
annjelaifu;0;1;1;0;0;1;0;0;0;0;1;0;0;0
thejessicaes;0;3;1;0;1;1;0;0;0;0;1;0;0;0
delphiraee;0;1;1;0;1;0;0;0;0;1;0;0;0;0
adrianafayefreepage;0;3;1;0;0;1;0;0;0;0;1;0;0;0
theemingleechronicles;0;2;1;0;2;0;0;0;0;1;0;0;0;0
emmaleelove21;0;1;1;0;1;0;0;0;0;1;0;0;0;0
lenidollcastle;0;2;1;0;1;1;0;0;0;1;0;0;0;0
faedaddy;0;1;1;0;1;0;0;0;0;1;0;0;0;0
offishdimpless;0;1;1;0;1;0;0;0;0;1;0;0;0;0
doyoudreamofmytits;0;1;1;0;1;0;0;0;0;1;0;0;0;0
u240568485;0;3;1;0;1;0;0;0;0;1;0;0;0;0
artemisialove101;0;3;1;0;0;1;2;2;0;0;1;0;0;0
sexy_blackman;0;3;1;0;1;0;0;0;0;1;0;0;0;0
lizzie_grey;0;2;1;0;0;2;0;0;0;0;1;0;0;0
xstarmamix;0;1;1;0;1;0;0;0;0;1;0;0;0;0
uhleashia;0;1;1;0;1;0;0;0;0;1;0;0;0;0
ayakamellow;0;1;1;0;1;0;0;0;0;1;0;0;0;0
shehatesdxmons;0;1;1;0;1;0;0;0;0;1;0;0;0;0
bravebea22;0;2;1;0;2;0;0;0;0;1;0;0;0;0
alicealiciaalis;0;1;1;0;1;0;0;0;0;1;0;0;0;0
bigbonut;0;1;1;0;0;1;0;0;0;0;1;0;0;0
destructive_pixxie;0;1;1;0;1;0;0;0;0;1;0;0;0;0
danni2427free;0;2;1;0;1;1;0;0;0;1;0;0;0;0
mrseviemae;0;3;1;0;2;1;0;0;0;1;0;0;0;0
jully_lov;0;2;1;0;0;2;0;0;0;0;1;0;0;0
lynaritaa;0;3;1;0;0;3;0;0;0;0;1;0;0;0
thenaughtytravelers;0;1;1;0;1;0;0;0;0;1;0;0;0;0
acaciamakayla22;0;3;1;0;1;1;0;0;0;0;1;0;0;0
chenaxoxo;0;1;1;0;1;0;0;0;0;1;0;0;0;0
gabriella13_;0;1;1;0;1;0;0;0;0;1;0;0;0;0
jadegvip;0;2;1;0;1;1;0;0;0;0;1;0;0;0
carva_top;0;1;1;0;1;0;1;0;0;1;0;1;0;0
relentlessangler;0;4;1;0;0;4;0;0;0;0;1;0;0;0
xpandoraaa;0;1;1;0;1;0;0;0;0;1;0;0;0;0
evelyn_foxyy;0;2;1;0;2;0;0;0;0;1;0;0;0;0
lovelyhuntress;0;1;1;0;0;1;0;0;0;0;1;0;0;0
sarahlovesenm;0;2;1;0;0;2;0;1;0;0;1;0;0;0
big_swang;0;1;1;0;0;1;0;0;0;0;1;0;0;0
